name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
SCLK01-177	MISC	V	0.0	600.0	Miscellaneous	1200.0	good	n/a
BG1-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BG2-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BG3-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BP1-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BP2-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BP3-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BR1-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BR2-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BR3-4503	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
G11-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G12-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G13-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G22-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G23-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P11-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P12-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P13-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P22-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P23-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q11-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q12-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q13-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q22-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q23-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R11-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R12-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R13-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R22-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R23-4503	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
MLC11-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC12-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC13-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC14-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC15-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC16-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC17-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC21-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC22-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC23-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC24-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC25-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC31-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC32-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC41-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC42-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC51-4503	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
